age,job_type,education,education_num,job,marital_status,religion,gender,hours_per_week,income
58,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,40,less than 30 k INR
35,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,40,less than 30 k INR
26,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,40,less than 30 k INR
43,Private,Bachelors,13,Call Center,Unmarried,Hindu,Male,40,less than 30 k INR
39,Private,Bachelors,13,Call Center,Unmarried,Hindu,Male,40,less than 30 k INR
64,Government,Bachelors,13,Call Center,Unmarried,Hindu,Male,40,less than 30 k INR
44,Private,Bachelors,13,Taxi-driver,Unmarried,Hindu,Male,40,less than 30 k INR
61,Private,Bachelors,13,Police,Unmarried,Hindu,Male,40,more than 30 k INR
43,Government,Bachelors,13,Executive,Unmarried,Hindu,Male,40,more than 30 k INR
52,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,40,more than 30 k INR
47,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,40,more than 30 k INR
45,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,40,more than 30 k INR
36,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,40,more than 30 k INR
62,Government,Bachelors,13,Teacher,Unmarried,Hindu,Male,40,more than 30 k INR
50,Government,Bachelors,13,Fireman,Unmarried,Hindu,Male,40,more than 30 k INR
45,Government,Bachelors,13,Fireman,Unmarried,Hindu,Male,40,more than 30 k INR
30,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,40,more than 30 k INR
40,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,40,more than 30 k INR
46,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,40,more than 30 k INR
43,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,40,more than 30 k INR
62,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,40,more than 30 k INR
44,Government,Bachelors,13,Call Center,Unmarried,Hindu,Male,40,more than 30 k INR
48,Private,Bachelors,13,Domestic Servants,Unmarried,Hindu,Male,43,less than 30 k INR
36,Government,Bachelors,13,Teacher,Unmarried,Hindu,Male,44,less than 30 k INR
46,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,45,more than 30 k INR
45,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,45,less than 30 k INR
48,Government,Bachelors,13,Executive,Unmarried,Hindu,Male,45,less than 30 k INR
31,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,45,less than 30 k INR
45,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,45,less than 30 k INR
51,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,45,less than 30 k INR
36,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,45,less than 30 k INR
45,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,45,less than 30 k INR
40,Private,Bachelors,13,Fireman,Unmarried,Hindu,Male,45,less than 30 k INR
47,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,45,less than 30 k INR
50,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,45,less than 30 k INR
32,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,45,less than 30 k INR
64,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,45,less than 30 k INR
58,Private,Bachelors,13,Taxi-driver,Unmarried,Hindu,Male,45,less than 30 k INR
43,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,45,more than 30 k INR
56,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,45,more than 30 k INR
39,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,45,more than 30 k INR
50,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,45,more than 30 k INR
46,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,45,more than 30 k INR
48,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,47,less than 30 k INR
46,Private,Bachelors,13,Mechanic,Unmarried,Hindu,Male,48,less than 30 k INR
38,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,48,more than 30 k INR
45,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,48,more than 30 k INR
39,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,50,less than 30 k INR
34,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,50,less than 30 k INR
41,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,50,less than 30 k INR
54,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,50,less than 30 k INR
47,Government,Bachelors,13,Teacher,Unmarried,Hindu,Male,50,less than 30 k INR
29,Government,Bachelors,13,Teacher,Unmarried,Hindu,Male,50,less than 30 k INR
58,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,50,less than 30 k INR
50,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,50,less than 30 k INR
47,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,50,less than 30 k INR
32,Private,Bachelors,13,Mechanic,Unmarried,Hindu,Male,50,more than 30 k INR
35,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,50,more than 30 k INR
51,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,50,more than 30 k INR
44,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,50,more than 30 k INR
51,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,50,more than 30 k INR
41,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,50,more than 30 k INR
54,Private,Bachelors,13,Farmer,Unmarried,Hindu,Male,50,more than 30 k INR
45,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,50,more than 30 k INR
31,Government,Bachelors,13,Fireman,Unmarried,Hindu,Male,50,more than 30 k INR
51,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,50,more than 30 k INR
33,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,50,more than 30 k INR
47,Private,Bachelors,13,Domestic Servants,Unmarried,Hindu,Male,51,more than 30 k INR
27,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,52,less than 30 k INR
39,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,55,less than 30 k INR
39,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,55,less than 30 k INR
34,Government,Bachelors,13,Teacher,Unmarried,Hindu,Male,55,less than 30 k INR
36,Private,Bachelors,13,Police,Unmarried,Hindu,Male,55,more than 30 k INR
50,Government,Bachelors,13,Executive,Unmarried,Hindu,Male,55,more than 30 k INR
50,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,55,more than 30 k INR
50,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,55,more than 30 k INR
38,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,55,more than 30 k INR
64,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,55,more than 30 k INR
53,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,55,more than 30 k INR
59,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,55,more than 30 k INR
41,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,56,less than 30 k INR
31,Private,Bachelors,13,Mechanic,Unmarried,Hindu,Male,60,less than 30 k INR
38,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,60,less than 30 k INR
43,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,60,less than 30 k INR
44,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,60,less than 30 k INR
34,Private,Bachelors,13,Farmer,Unmarried,Hindu,Male,60,less than 30 k INR
31,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,60,less than 30 k INR
52,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,60,less than 30 k INR
36,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,60,less than 30 k INR
50,Government,Bachelors,13,Teacher,Unmarried,Hindu,Male,60,more than 30 k INR
40,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,60,more than 30 k INR
45,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,60,more than 30 k INR
48,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,60,more than 30 k INR
54,Private,Bachelors,13,Taxi-driver,Unmarried,Hindu,Male,65,less than 30 k INR
53,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,70,less than 30 k INR
47,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,70,more than 30 k INR
43,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,70,more than 30 k INR
57,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,80,less than 30 k INR
34,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,85,more than 30 k INR
36,Private,Bachelors,13,Sales,Unmarried,Christians,Female,40,less than 30 k INR
49,Private,Bachelors,13,Sales,Unmarried,Hindu,Female,35,less than 30 k INR
27,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
37,Government,Bachelors,13,Executive,Unmarried,Hindu,Female,50,less than 30 k INR
32,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,35,more than 30 k INR
48,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,40,less than 30 k INR
43,Private,Bachelors,13,Driver,Unmarried,Hindu,Male,40,less than 30 k INR
38,Private,Bachelors,13,Call Center,Unmarried,Hindu,Male,40,less than 30 k INR
27,Private,Bachelors,13,Domestic Servants,Unmarried,Muslim,Male,40,less than 30 k INR
41,Private,Bachelors,13,Taxi-driver,Unmarried,Muslim,Male,40,less than 30 k INR
71,Private,Bachelors,13,Call Center,Unmarried,Hindu,Female,16,less than 30 k INR
58,Private,Bachelors,13,Mechanic,Unmarried,Hindu,Female,20,less than 30 k INR
43,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,39,less than 30 k INR
40,Private,Bachelors,13,Mechanic,Unmarried,Hindu,Female,40,less than 30 k INR
45,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
36,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
41,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
36,Private,Bachelors,13,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
27,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,50,less than 30 k INR
44,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,50,more than 30 k INR
44,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,60,less than 30 k INR
48,Private,Bachelors,13,Police,Unmarried,Hindu,Male,38,more than 30 k INR
42,Government,Bachelors,13,Police,Unmarried,Hindu,Male,40,less than 30 k INR
44,Private,Bachelors,13,Mechanic,Unmarried,Hindu,Male,40,less than 30 k INR
45,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,40,less than 30 k INR
43,Private,Bachelors,13,Call Center,Unmarried,Hindu,Male,40,less than 30 k INR
38,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,50,less than 30 k INR
60,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,60,less than 30 k INR
40,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,80,less than 30 k INR
38,Private,Bachelors,13,Police,Unmarried,Christians,Female,40,less than 30 k INR
32,Government,Bachelors,13,Police,Unmarried,Christians,Female,46,less than 30 k INR
46,Private,Bachelors,13,Other-service,Unmarried,Christians,Female,60,more than 30 k INR
32,Private,Bachelors,13,Mechanic,Unmarried,Christians,Male,47,less than 30 k INR
53,Private,Bachelors,13,Executive,Unmarried,Christians,Male,50,less than 30 k INR
32,Private,Bachelors,13,Executive,Unmarried,Muslim,Female,30,less than 30 k INR
42,Government,Bachelors,13,Teacher,Unmarried,Muslim,Female,30,less than 30 k INR
46,Private,Bachelors,13,Teacher,Unmarried,Muslim,Female,32,less than 30 k INR
67,Government,Bachelors,13,Police,Unmarried,Muslim,Female,35,less than 30 k INR
46,Private,Bachelors,13,Sales,Unmarried,Muslim,Female,35,more than 30 k INR
42,Government,Bachelors,13,Police,Unmarried,Muslim,Female,40,less than 30 k INR
39,Government,Bachelors,13,Executive,Unmarried,Muslim,Female,40,less than 30 k INR
49,Private,Bachelors,13,Executive,Unmarried,Muslim,Female,40,less than 30 k INR
41,Private,Bachelors,13,Executive,Unmarried,Muslim,Female,40,less than 30 k INR
50,Government,Bachelors,13,Teacher,Unmarried,Muslim,Female,40,less than 30 k INR
49,Government,Bachelors,13,Teacher,Unmarried,Muslim,Female,40,less than 30 k INR
36,Government,Bachelors,13,Teacher,Unmarried,Muslim,Female,40,less than 30 k INR
36,Private,Bachelors,13,Teacher,Unmarried,Muslim,Female,40,less than 30 k INR
39,Government,Bachelors,13,Call Center,Unmarried,Muslim,Female,40,less than 30 k INR
43,Government,Bachelors,13,Teacher,Unmarried,Muslim,Female,42,less than 30 k INR
38,Private,Bachelors,13,Teacher,Unmarried,Muslim,Female,45,more than 30 k INR
56,Private,Bachelors,13,Teacher,Unmarried,Muslim,Female,50,less than 30 k INR
53,Government,Bachelors,13,Executive,Unmarried,Muslim,Female,50,more than 30 k INR
45,Government,Bachelors,13,Executive,Unmarried,Muslim,Female,60,less than 30 k INR
39,Private,Bachelors,13,Executive,Unmarried,Muslim,Female,60,less than 30 k INR
41,Private,Bachelors,13,Executive,Unmarried,Muslim,Female,90,more than 30 k INR
55,Government,Bachelors,13,Executive,Unmarried,Muslim,Male,40,less than 30 k INR
44,Private,Bachelors,13,Teacher,Unmarried,Muslim,Male,40,less than 30 k INR
50,Private,Bachelors,13,Sales,Unmarried,Muslim,Male,40,less than 30 k INR
36,Private,Bachelors,13,Other-service,Unmarried,Muslim,Male,45,more than 30 k INR
46,Private,Bachelors,13,Driver,Unmarried,Other,Female,40,less than 30 k INR
29,Private,Bachelors,13,Other-service,Unmarried,Other,Female,40,less than 30 k INR
66,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,8,less than 30 k INR
42,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,15,less than 30 k INR
39,Private,Bachelors,13,Police,Unmarried,Hindu,Female,20,less than 30 k INR
40,Private,Bachelors,13,Police,Unmarried,Hindu,Female,20,less than 30 k INR
43,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,24,less than 30 k INR
38,Private,Bachelors,13,Manager,Unmarried,Hindu,Female,24,less than 30 k INR
34,Private,Bachelors,13,Mechanic,Unmarried,Hindu,Female,25,less than 30 k INR
32,Private,Bachelors,13,Sales,Unmarried,Hindu,Female,30,less than 30 k INR
44,Private,Bachelors,13,Police,Unmarried,Hindu,Female,32,less than 30 k INR
35,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,32,less than 30 k INR
36,Government,Bachelors,13,Police,Unmarried,Hindu,Female,35,less than 30 k INR
39,Government,Bachelors,13,Police,Unmarried,Hindu,Female,35,less than 30 k INR
58,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,35,less than 30 k INR
37,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,35,less than 30 k INR
41,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,35,less than 30 k INR
32,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,35,less than 30 k INR
44,Private,Bachelors,13,Sales,Unmarried,Hindu,Female,35,less than 30 k INR
49,Private,Bachelors,13,Call Center,Unmarried,Hindu,Female,35,less than 30 k INR
45,Private,Bachelors,13,Police,Unmarried,Hindu,Female,35,more than 30 k INR
50,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,36,less than 30 k INR
43,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,36,less than 30 k INR
53,Government,Bachelors,13,Police,Unmarried,Hindu,Female,38,less than 30 k INR
32,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
45,Private,Bachelors,13,Police,Unmarried,Hindu,Female,40,less than 30 k INR
43,Private,Bachelors,13,Police,Unmarried,Hindu,Female,40,less than 30 k INR
33,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
43,Government,Bachelors,13,Police,Unmarried,Hindu,Female,40,less than 30 k INR
41,Private,Bachelors,13,Police,Unmarried,Hindu,Female,40,less than 30 k INR
59,Private,Bachelors,13,Police,Unmarried,Hindu,Female,40,less than 30 k INR
36,Private,Bachelors,13,Police,Unmarried,Hindu,Female,40,less than 30 k INR
44,Private,Bachelors,13,Police,Unmarried,Hindu,Female,40,less than 30 k INR
53,Private,Bachelors,13,Police,Unmarried,Hindu,Female,40,less than 30 k INR
48,Government,Bachelors,13,Police,Unmarried,Hindu,Female,40,less than 30 k INR
54,Government,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
56,Government,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
49,Government,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
45,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
35,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
42,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
42,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
31,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
50,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
35,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
49,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
43,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
45,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,40,less than 30 k INR
45,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
34,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
30,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
43,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
46,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
39,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
40,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
36,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
41,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
31,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
46,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
55,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
44,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
46,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
36,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,less than 30 k INR
41,Government,Bachelors,13,Fireman,Unmarried,Hindu,Female,40,less than 30 k INR
38,Private,Bachelors,13,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
39,Private,Bachelors,13,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
34,Private,Bachelors,13,Sales,Unmarried,Hindu,Female,40,less than 30 k INR
51,Private,Bachelors,13,Call Center,Unmarried,Hindu,Female,40,less than 30 k INR
39,Private,Bachelors,13,Call Center,Unmarried,Hindu,Female,40,less than 30 k INR
50,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,40,more than 30 k INR
49,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,40,more than 30 k INR
49,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,more than 30 k INR
34,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,more than 30 k INR
52,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,40,more than 30 k INR
46,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,43,less than 30 k INR
48,Private,Bachelors,13,Sales,Unmarried,Hindu,Female,44,less than 30 k INR
36,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,45,less than 30 k INR
31,Private,Bachelors,13,Police,Unmarried,Hindu,Female,45,less than 30 k INR
42,Private,Bachelors,13,Police,Unmarried,Hindu,Female,45,less than 30 k INR
44,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,45,less than 30 k INR
41,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,45,less than 30 k INR
42,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,45,less than 30 k INR
39,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,45,less than 30 k INR
50,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,45,less than 30 k INR
37,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,45,more than 30 k INR
28,Private,Bachelors,13,Other-service,Unmarried,Hindu,Female,48,more than 30 k INR
39,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,48,less than 30 k INR
43,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,48,less than 30 k INR
45,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,48,more than 30 k INR
49,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,50,less than 30 k INR
50,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,50,less than 30 k INR
45,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,50,less than 30 k INR
34,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,50,less than 30 k INR
47,Private,Bachelors,13,Sales,Unmarried,Hindu,Female,50,less than 30 k INR
39,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,50,more than 30 k INR
46,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,50,more than 30 k INR
45,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,50,more than 30 k INR
51,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,55,less than 30 k INR
70,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,55,less than 30 k INR
35,Private,Bachelors,13,Executive,Unmarried,Hindu,Female,55,less than 30 k INR
43,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,55,less than 30 k INR
37,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,55,less than 30 k INR
38,Private,Bachelors,13,Teacher,Unmarried,Hindu,Female,56,less than 30 k INR
48,Private,Bachelors,13,Other-service,Unmarried,Hindu,Female,56,more than 30 k INR
53,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,57,less than 30 k INR
33,Government,Bachelors,13,Fireman,Unmarried,Hindu,Female,60,less than 30 k INR
39,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,60,less than 30 k INR
48,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,60,less than 30 k INR
40,Government,Bachelors,13,Teacher,Unmarried,Hindu,Female,70,less than 30 k INR
55,Private,Bachelors,13,Police,Unmarried,Hindu,Female,73,less than 30 k INR
36,Private,Bachelors,13,Call Center,Unmarried,Hindu,Male,20,less than 30 k INR
52,Private,Bachelors,13,Mechanic,Unmarried,Hindu,Male,25,less than 30 k INR
42,Private,Bachelors,13,Police,Unmarried,Hindu,Male,30,less than 30 k INR
57,Government,Bachelors,13,Police,Unmarried,Hindu,Male,37,less than 30 k INR
35,Private,Bachelors,13,Call Center,Unmarried,Hindu,Male,40,more than 30 k INR
39,Private,Bachelors,13,Police,Unmarried,Hindu,Male,40,less than 30 k INR
53,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,40,less than 30 k INR
47,Government,Bachelors,13,Teacher,Unmarried,Hindu,Male,40,less than 30 k INR
55,Government,Bachelors,13,Teacher,Unmarried,Hindu,Male,40,less than 30 k INR
36,Government,Bachelors,13,Teacher,Unmarried,Hindu,Male,40,less than 30 k INR
51,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,40,more than 30 k INR
48,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,40,more than 30 k INR
46,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,40,more than 30 k INR
43,Government,Bachelors,13,Executive,Unmarried,Hindu,Male,42,less than 30 k INR
43,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,44,more than 30 k INR
44,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,44,more than 30 k INR
44,Government,Bachelors,13,Teacher,Unmarried,Hindu,Male,45,less than 30 k INR
36,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,45,less than 30 k INR
49,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,45,less than 30 k INR
43,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,45,less than 30 k INR
42,Private,Bachelors,13,Police,Unmarried,Hindu,Male,45,more than 30 k INR
50,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,45,more than 30 k INR
54,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,45,more than 30 k INR
28,Private,Bachelors,13,Mechanic,Unmarried,Hindu,Male,50,less than 30 k INR
45,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,50,less than 30 k INR
51,Private,Bachelors,13,Farmer,Unmarried,Hindu,Male,50,less than 30 k INR
44,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,50,more than 30 k INR
64,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,50,more than 30 k INR
45,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,50,more than 30 k INR
42,Private,Bachelors,13,Teacher,Unmarried,Hindu,Male,50,more than 30 k INR
48,Government,Bachelors,13,Executive,Unmarried,Hindu,Male,58,more than 30 k INR
39,Private,Bachelors,13,Sales,Unmarried,Hindu,Male,60,less than 30 k INR
31,Private,Bachelors,13,Executive,Unmarried,Hindu,Male,60,more than 30 k INR
41,Government,Bachelors,13,Teacher,Unmarried,Hindu,Male,65,less than 30 k INR
29,Government,Bachelors,13,Teacher,Married,Hindu,Male,50,more than 30 k INR
40,Private,Bachelors,13,Teacher,Married,Hindu,Male,50,more than 30 k INR
30,Private,Bachelors,13,Executive,Married,Hindu,Female,40,more than 30 k INR
24,Private,Bachelors,13,Teacher,Married,Hindu,Female,40,more than 30 k INR
35,Private,Bachelors,13,Other-service,Married,ST,Male,20,more than 30 k INR
44,Government,Bachelors,13,Teacher,Married,ST,Male,38,more than 30 k INR
43,Private,Bachelors,13,Driver,Married,ST,Male,40,less than 30 k INR
51,Private,Bachelors,13,Teacher,Married,ST,Male,40,more than 30 k INR
38,Private,Bachelors,13,Teacher,Married,ST,Male,70,more than 30 k INR
53,Private,Bachelors,13,Executive,Married,Christians,Male,20,more than 30 k INR
37,Private,Bachelors,13,Other-service,Married,Christians,Male,30,less than 30 k INR
66,Private,Bachelors,13,Mechanic,Married,Christians,Male,30,less than 30 k INR
41,Private,Bachelors,13,Other-service,Married,Christians,Male,30,less than 30 k INR
63,Private,Bachelors,13,Teacher,Married,Christians,Male,32,more than 30 k INR
57,Government,Bachelors,13,Teacher,Married,Christians,Male,35,less than 30 k INR
46,Private,Bachelors,13,Police,Married,Christians,Male,35,more than 30 k INR
41,Private,Bachelors,13,Police,Married,Christians,Male,35,more than 30 k INR
30,Private,Bachelors,13,Mechanic,Married,Christians,Male,36,more than 30 k INR
34,Government,Bachelors,13,Police,Married,Christians,Male,38,less than 30 k INR
33,Private,Bachelors,13,Other-service,Married,Christians,Male,38,more than 30 k INR
37,Private,Bachelors,13,Mechanic,Married,Christians,Male,40,more than 30 k INR
57,Government,Bachelors,13,Police,Married,Christians,Male,40,less than 30 k INR
45,Private,Bachelors,13,Teacher,Married,Christians,Male,40,less than 30 k INR
40,Private,Bachelors,13,Executive,Married,Christians,Male,40,more than 30 k INR
51,Private,Bachelors,13,Sales,Married,Christians,Male,40,more than 30 k INR
30,Private,Bachelors,13,Executive,Married,Christians,Male,40,more than 30 k INR
32,Private,Bachelors,13,Teacher,Married,Christians,Male,40,less than 30 k INR
30,Private,Bachelors,13,Sales,Married,Christians,Male,40,less than 30 k INR
48,Private,Bachelors,13,Executive,Married,Christians,Male,40,more than 30 k INR
45,Private,Bachelors,13,Executive,Married,Christians,Male,40,more than 30 k INR
